FID,COUNTY,DLAT_GIS,DLONG_GIS,LINE,STOP_NUM,STOP_TYPE,STREET_DIR,DESCRIPTION_BSL,DIRECTION_OP,MUNICIPALITY,GlobalID
44852,Hudson,40.66391,-74.12472,119,20391,FS,N,JFK BLVD AT 19TH ST,In,BAYONNE,97846205-9bca-4270-923d-dc7c82317cc1
44853,Camden,39.82725,-75.00978,459,16302,FS,N,LAUREL RD AT EAST ATLANTIC AVENUE,In,STRATFORD,fb5b7e42-b0fb-4b60-a4ae-33a6a64f720e
44854,Camden,39.79438,-75.03796,459,15804,NS,S,LITTLE GLOUCESTER RD AT ERIAL RD#,Ou,GLOUCESTER TWP,f6a775c5-1be5-4b53-803f-45987239081b
44855,Hudson,40.76737,-74.04147,125,21725,FS,N,JFK BLVD AT 19TH ST,In,UNION CITY,baf53781-c1a0-4dfc-9632-2a13be737bad
44856,Hudson,40.71699,-74.05208,86,20767,NS,W,GRAND ST AT MONMOUTH ST,Ou,JERSEY CITY,3c93a5bf-c196-4b3d-a66f-e9fd17c7a59e
44857,Hudson,40.66346,-74.12535,10,20424,FS,S,JFK BLVD AT 19TH ST,Ou,BAYONNE,e5062a68-d13a-42e1-b34b-2b9aa6dbbd58
44858,Hudson,40.77564,-74.07945,78,21634,NS,E,SEAVIEW DR AT VENTURE WAY,Ou,SECAUCUS,5346f82c-18a3-470c-8c1f-06c51997302b
44859,Hudson,40.71716,-74.05486,81,20752,NS,E,GRAND ST AT PACIFIC AVE,In,JERSEY CITY,f9f62770-1fe1-4b70-afc1-ce47701fc260
44860,Camden,39.93081,-75.06781,413,30481,MB,N,MCCLELLAN AVE 945' N OF N PARK DR,Ou,PENNSAUKEN TWP,c215a365-2878-4aa9-af98-ed8819de35f7
44861,Hudson,40.66346,-74.12535,119,20424,FS,S,JFK BLVD AT 19TH ST,Ou,BAYONNE,9d2f18a9-40c0-4751-ba40-fbf4bfff435c
44862,Hudson,40.71716,-74.05486,86,20752,NS,E,GRAND ST AT PACIFIC AVE,In,JERSEY CITY,04d9bc81-d6ae-484a-8e19-95804e3df14c
44863,Hudson,40.77564,-74.07945,129,21634,NS,E,SEAVIEW DR AT VENTURE WAY,Ou,SECAUCUS,2372a066-24b6-4336-8d1f-5205ffddffcf
44864,Camden,39.90886,-75.09774,400,15187,MB,N,MT EPHRAIM AVE 514'N OF GRANT AVE,In,CAMDEN,cebe259d-173a-4c70-851b-fdc61cba41f8
44865,Hudson,40.76737,-74.04147,88,21725,FS,N,JFK BLVD AT 19TH ST,Ou,UNION CITY,06f7d23a-987d-4bc0-b9bc-88e761486034
44866,Hudson,40.74633,-74.15802,30,20471,NS,W,HARRISON AVE AT 3RD ST#,In,HARRISON,f9ce3960-532a-482b-9c01-13c716692191
44867,Hudson,40.77583,-74.07935,2,21641,FS,W,SEAVIEW DR AT VENTURE WAY,Ou,SECAUCUS,8030fbfd-a432-4e65-9d64-3aaba6981a27
44868,Camden,39.90886,-75.09774,450,15187,MB,N,MT EPHRAIM AVE 514'N OF GRANT AVE,In,CAMDEN,7ca287b0-06c8-481a-8a40-500f9830dffe
44869,Camden,39.77234,-75.03191,459,15775,FS,N,PETER CHEESEMAN LN AT RAINTREE DR,In,GLOUCESTER TWP,ea7f0ba3-bf70-40fc-a269-029f82c3ff15
44870,Camden,39.77207,-75.03208,459,15770,NS,S,PETER CHEESEMAN LN AT RAINTREE DR,Ou,GLOUCESTER TWP,11fb4755-0422-43e8-a7a5-9b5323fa2f06
44871,Camden,39.76109,-75.03777,403,15778,NS,S,SICKLERVILLE RD AT STONEBRIDGE LN,In,GLOUCESTER TWP,d68983b9-a770-4e95-ae2a-520a0a8dfcf2
44872,Camden,39.76133,-75.03773,459,15793,FS,N,SICKLERVILLE RD AT STONEBRIDGE LN,In,GLOUCESTER TWP,2b064dca-1715-4b1c-b365-7dd441b34e31
44873,Camden,39.76109,-75.03777,459,15778,NS,S,SICKLERVILLE RD AT STONEBRIDGE LN,Ou,GLOUCESTER TWP,0a28c60e-15f7-413c-a871-20bb15a5cc86
44874,Camden,39.76133,-75.03773,403,15793,FS,N,SICKLERVILLE RD AT STONEBRIDGE LN,Ou,GLOUCESTER TWP,a896efd9-c471-4647-9679-5105c77eb6dd
44875,Camden,39.72334,-74.96308,400,16440,FS,E,WILLIAMSTOWN RD AT DREXEL GATE DR,Ou,WINSLOW TWP,5f13170d-50fd-48ab-91dc-3467fa528016
44876,Camden,39.88246,-75.08656,400,15987,NS,S,BLACK HORSE PIKE AT BUCKINGHAM AVE,Ou,MT EPHRAIM,ee75aed6-ed62-4dc2-8128-729d5b159024
44877,Camden,39.8804,-75.08552,400,15981,FS,N,BLACK HORSE PIKE AT NJ AVE/BELL RD,In,MT EPHRAIM,41435954-e261-4bdd-b6b9-e7855d5d20f2
44878,Camden,39.87978,-75.0854,400,15988,FS,S,BLACK HORSE PIKE AT NJ AVE/BELL RD,Ou,MT EPHRAIM,ee4ff44a-e0bd-4578-8772-77033cf7c0b8
44879,Camden,39.80568,-74.99165,403,15607,NS,E,BLACKWOOD-CLEMENTON RD AT ERIAL RD,In,CLEMENTON,abe067a2-ca19-4564-ba72-5908c1356095
44880,Camden,39.86935,-75.05283,455,14915,NS,S,CLEMENTS BRIDGE RD AT LAWRENCE AVE,In,BARRINGTON,ffdd1fe5-8827-42cc-a944-ba24b44a6df0
44881,Camden,39.85196,-75.0688,455,16264,NS,W,CLEMENTS BRIDGE RD AT MITCHELL AVE,In,RUNNEMEDE,167b2a4f-7152-4c05-97e2-2ba8aaa2b909
44882,Camden,39.85187,-75.06878,455,16259,NS,E,CLEMENTS BRIDGE RD AT MITCHELL AVE,Ou,RUNNEMEDE,03fc19b4-dbf7-4205-8602-0952fb3e6c25
44883,Camden,39.86483,-75.05508,455,14917,NS,S,CLEMENTS BRIDGE RD AT WILLIAMS AVE,In,BARRINGTON,5f7b3475-1e24-4d89-898f-b4b44e5de6b9
44884,Camden,39.86489,-75.0549,455,14904,FS,N,CLEMENTS BRIDGE RD AT WILLIAMS AVE,Ou,BARRINGTON,fc28d994-32c2-471d-bf11-5dee73ee2a03
44885,Camden,39.84529,-75.07749,455,16269,NS,W,CLEMENTS BRIDGE RD AT WOODLAND AVE,In,RUNNEMEDE,c5ee208e-1165-466b-bc28-299c11de6dbd
44886,Camden,39.84515,-75.07758,455,16254,NS,E,CLEMENTS BRIDGE RD AT WOODLAND AVE,Ou,RUNNEMEDE,88ff4caa-c0bd-4a4c-8480-99ebbd1bd043
44887,Camden,39.93456,-75.01126,455,15402,NS,S,COOPER LANDING RD AT KATHERINE AVE,In,CHERRY HILL TWP,36a9d5e1-694d-4b85-8117-f810d9c3c12b
44888,Camden,39.93485,-75.01106,455,15397,FS,N,COOPER LANDING RD AT KATHERINE AVE,Ou,CHERRY HILL TWP,81d550a6-7be8-4041-8075-95cb7568eb16
44889,Camden,39.92887,-75.04524,450,15564,NS,W,CORNELL AVE AT EXECUTIVE CAMPUS DR,In,CHERRY HILL TWP,3ca20874-1434-4e33-8a4f-4c76624db7c5
44890,Camden,39.92887,-75.04524,450,15564,NS,W,CORNELL AVE AT EXECUTIVE CAMPUS DR,Ou,CHERRY HILL TWP,e52daa90-c352-48b1-a863-cee17c0e02a6
44891,Camden,39.90604,-75.05004,450,15842,NS,S,CRYSTAL LAKE AVE AT EAST PARK BLVD,In,HADDON TWP,926e0526-20a9-4ad7-87ec-67aa3b948ac5
44892,Camden,39.90559,-75.05019,450,15845,NS,N,CRYSTAL LAKE AVE AT WEST PARK BLVD,Ou,HADDON TWP,f0c4a50c-13d1-4a41-9cb5-d13cab0f7c0e
44893,Camden,39.85041,-75.00282,451,16325,TM,N,ENTRANCE BETWEEN MACY'S & BOSCOV'S,In,VOORHEES TWP,5572bbe3-d072-4fb3-9f83-b1dd788ece19
44894,Camden,39.85041,-75.00282,459,16325,TM,N,ENTRANCE BETWEEN MACY'S & BOSCOV'S,In,VOORHEES TWP,9a44cf5a-8ca3-41f5-94ba-f6063f54a837
44895,Camden,39.85041,-75.00282,451,16325,TM,N,ENTRANCE BETWEEN MACY'S & BOSCOV'S,Ou,VOORHEES TWP,228dfeb0-acc7-4020-a151-df450f06ef6d
44896,Camden,39.85041,-75.00282,459,16325,TM,N,ENTRANCE BETWEEN MACY'S & BOSCOV'S,Ou,VOORHEES TWP,a382e627-5c08-4996-a83d-c489bb5c523f
44897,Camden,39.86489,-74.95935,451,31572,NS,W,EVESHAM RD (CR544) AT CARNIE BLVD#,Ou,CHERRY HILL TWP,6fc0656e-bcb1-4dd7-aad1-3bd86db27c10
44898,Camden,39.76716,-75.03516,459,15748,FS,E,GARWOOD RD AT EASTERLY RED BANK DR,In,GLOUCESTER TWP,a2df11f9-0f17-41fa-a7d5-add6b37e33c0
44899,Camden,39.76719,-75.03532,459,15749,NS,W,GARWOOD RD AT EASTERLY RED BANK DR,Ou,GLOUCESTER TWP,0cdb84e0-cf44-49d6-8c78-f11b993f23a3
44900,Camden,39.89218,-75.02124,451,15427,NS,W,HADDONFIELD-BERLIN RD AT MOORE AVE,In,CHERRY HILL TWP,e65ecb8d-2934-4c04-9559-e85e7f8639fe
44901,Camden,39.80814,-75.02049,459,15937,FS,S,LAUREL RD AT STONINGTON COURT APTS,Ou,LINDENWOLD,1a48c221-8ed8-4ece-932d-0cfa00ac0f59
44902,Camden,39.93082,-75.0679,413,30480,MB,S,MCCLELLAN AVE 1125' N OF N PARK DR,In,PENNSAUKEN TWP,af03e303-7c2c-474e-bd26-d79e18e5bb91
44903,Camden,39.92347,-75.10458,400,15193,NS,N,MT EPHRAIM AVE AT CARL MILLER BLVD,In,CAMDEN,63ba1062-3802-4134-8198-b91c32f47f37
44904,Camden,39.92393,-75.10498,400,15209,NS,S,MT EPHRAIM AVE AT CARL MILLER BLVD,Ou,CAMDEN,44912c2d-e382-411f-ada6-dc5d87c4f7c6
44905,Camden,39.98414,-75.02714,409,31120,MB,N,REMINGTON AVE 235'N OF HYLTON ROAD,Ou,PENNSAUKEN TWP,96e317dc-29c7-49e0-a041-9b4fa0baaa4b
44906,Camden,39.98423,-75.02725,409,31119,MB,S,REMINGTON AVE 345'N OF HYLTON ROAD,In,PENNSAUKEN TWP,6210a929-1cc9-41ad-a4fb-e7f620398930
44907,Camden,39.80895,-74.94162,406,31067,FS,N,WALKER AVE (CR708) AT BATE AVENUE#,In,BERLIN TWP,0d1600ee-05bb-4b2d-a44c-613e3bb16365
44908,Camden,39.8084,-74.94126,406,30989,FS,S,WALKER AVE (CR708) AT BATE AVENUE#,Ou,BERLIN TWP,09a00bcf-9229-4fba-880c-ee07012a9ffd
44909,Camden,39.80487,-74.93671,406,14972,FS,N,WALKER AVE AT BERLIN CIRCLE PLAZA#,In,BERLIN TWP,3cdd7e7e-55f7-4c60-93aa-262d01d41100
44910,Camden,39.8047,-74.93681,406,14978,NS,S,WALKER AVE AT BERLIN CIRCLE PLAZA#,Ou,BERLIN TWP,9de8678e-5006-49f1-a7ce-7ce2ee48c23f
44911,Camden,39.96096,-75.06184,404,16151,NS,W,WESTFIELD AVE AT MERCHANTVILLE AVE,In,PENNSAUKEN TWP,b0233c42-24e1-408e-8176-34ab7e8e0390
44912,Camden,39.96072,-75.06199,404,16137,NS,E,WESTFIELD AVE AT MERCHANTVILLE AVE,Ou,PENNSAUKEN TWP,1e3bd218-297a-44e2-bce2-d6956dfcc3f3
44913,Camden,39.79035,-74.92778,554,14938,MB,W,WHITE HORSE PIKE AT WASHINGTON AVE,In,BERLIN,76526615-3e51-4344-a8b1-e4e347e19604
44914,Camden,39.79027,-74.92792,554,14959,MB,E,WHITE HORSE PIKE AT WASHINGTON AVE,Ou,BERLIN,c43ffe2e-d36b-443d-b19b-6c7f77d44e97
44915,Camden,39.72335,-74.96334,400,16441,NS,W,WILLIAMSTOWN RD AT ARBOR MEADOW DR,In,WINSLOW TWP,5794dbc7-4ea8-40f0-9bdf-366c572c749c
44916,Camden,39.71726,-74.96943,400,16442,NS,W,WILLIAMSTOWN RD AT SICKLERVILLE RD,In,WINSLOW TWP,bf6c13da-0b2e-46dc-8999-fe09a24f9e0b
44917,Camden,39.80554,-74.99656,403,15605,NS,E,BLACKWOOD-CLEMENTON RD AT LAUREL RD,In,CLEMENTON,89c145e0-cba9-47ce-9114-4561bb45e2e2
44918,Camden,39.80565,-74.99633,403,15609,NS,W,BLACKWOOD-CLEMENTON RD AT LAUREL RD,Ou,CLEMENTON,20cbdaef-1641-49be-aeae-bad2dd9eeefa
44919,Camden,39.89091,-75.04204,455,15866,NS,N,CHEWS LANDING RD AT WEST SUMMIT AVE,Ou,HADDONFIELD,362675e1-eddb-4d12-be04-de528b821b77
44920,Camden,39.87204,-75.05152,455,15830,NS,S,CLEMENTS BRIDGE RD AT HIGHLAND AVE#,In,HADDON HEIGHTS,476601bf-2627-40e8-a3e5-2f7ca2786f33
44921,Camden,39.85362,-75.06667,455,16263,NS,W,CLEMENTS BRIDGE RD AT IRISH HILL RD,In,RUNNEMEDE,d1af442e-8d55-4855-a3cd-4f3ce17d6216
44922,Camden,39.85334,-75.06688,455,16260,NS,E,CLEMENTS BRIDGE RD AT IRISH HILL RD,Ou,RUNNEMEDE,de53918c-b2a5-4cb7-ac0a-307dcf946826
44923,Camden,39.90201,-75.06374,450,30298,MB,E,CUTHBERT BLVD 710' E OF HOPKINS AVE,Ou,HADDON TWP,28abdb1b-3749-4968-b0ab-6040e717f834
44924,Camden,39.86475,-74.95912,451,31571,FS,E,EVESHAM RD (CR544) AT CARNIE BLVD.#,In,VOORHEES TWP,2f6db6bc-49e4-4fc5-af3e-64d4ea93591f
44925,Camden,39.9289,-75.0323,450,15580,FS,S,HADDONFIELD RD AT GARDEN PARK BLVD.,In,CHERRY HILL TWP,d6e196b4-b5c7-4224-920c-7342db6ecbc0
44926,Camden,39.92906,-75.03196,450,15575,NS,N,HADDONFIELD RD AT GARDEN PARK BLVD.,Ou,CHERRY HILL TWP,d37b9376-5a4e-4a5c-aae1-96052d388be9
44927,Camden,39.90891,-75.0979,400,15215,MB,S,MT EPHRAIM AVE 490'N OF OLYMPIA RD ,Ou,CAMDEN,17c5ca0b-e591-4edc-b906-983f768b7b90
44928,Camden,39.90891,-75.0979,450,15215,MB,S,MT EPHRAIM AVE 490'N OF OLYMPIA RD ,Ou,CAMDEN,6817a2fe-5b57-46e1-bee5-90240953a79d
44929,Camden,39.92653,-75.07813,413,30407,MB,W,NORTH PARK DR 100' E OF AIRPORT HWY,In,PENNSAUKEN TWP,460e696c-5f30-4c8f-a705-6aa9ed2a8dfb
44930,Camden,39.9264,-75.07821,413,16033,MB,E,NORTH PARK DR 100' E OF AIRPORT HWY,Ou,PENNSAUKEN TWP,7afd3d6d-06f5-4141-b7e4-da7e6863ac74
44931,Camden,39.73017,-74.99047,459,16423,FS,N,SICKLERVILLE RD AT CHEWS LANDING RD,In,WINSLOW TWP,f5a695fa-39b6-47f1-a149-0f59be7b7bfd
44932,Camden,39.73917,-75.00492,459,15786,FS,N,SICKLERVILLE RD AT SPRING HOLLOW RD,In,GLOUCESTER TWP,2b4c9c79-d59f-4cae-8256-4ec638b77b94
44933,Camden,39.71447,-74.96544,400,16431,FS,S,SICKLERVILLE RD AT THOUSAND OAKS DR,In,WINSLOW TWP,0b9dbafc-425b-44ce-adae-530d4b3192b1
44934,Camden,39.71469,-74.96548,400,16422,NS,N,SICKLERVILLE RD AT THOUSAND OAKS DR,Ou,WINSLOW TWP,05e993de-c39a-474c-8918-8556b2eb82f6
44935,Camden,39.8054,-74.99928,403,15604,FS,E,BLACKWOOD-CLEMENTON RD AT FORREST RD,In,CLEMENTON,4adbccd6-5641-449d-a1cb-1dbd9317548e
44936,Camden,39.80546,-74.9996,403,15610,NS,W,BLACKWOOD-CLEMENTON RD AT FORREST RD,Ou,CLEMENTON,13922c19-855e-4499-a97d-aa1c2e647ea8
44937,Camden,39.80495,-75.00646,403,16217,NS,N,BRANCH AVE AT BLACKWOOD-CLEMENTON RD,In,PINE HILL,e5b9494e-10d3-433b-87c8-7ce7c278f63c
44938,Camden,39.80465,-75.00655,403,16218,FS,S,BRANCH AVE AT BLACKWOOD-CLEMENTON RD,Ou,PINE HILL,4e329ea3-4ec2-432f-928b-a9f89d2dfd4b
44939,Camden,39.85823,-74.94885,451,16331,MB,E,CENTENNIAL BLVD 370' E OF COOPER RD.,In,VOORHEES TWP,85c30cf7-4074-4f31-8147-e5bc5b79a44c
44940,Camden,39.85823,-74.94885,451,16331,MB,E,CENTENNIAL BLVD 370' E OF COOPER RD.,Ou,VOORHEES TWP,637d7e1d-f1f9-493a-b578-a128489065a9
44941,Camden,39.81489,-74.98326,403,15928,NS,S,CLEMENTON-GIBBSBORO RD AT COOPER AVE,Ou,LINDENWOLD,d76e886a-cb2f-4b6c-ac06-d36eded8f2a7
44942,Camden,39.81844,-74.98032,403,15924,FS,N,CLEMENTON-GIBBSBORO RD AT EMERSON ST,In,LINDENWOLD,349296e0-c8d7-4d25-91ed-5f25968c18b8
44943,Camden,39.8184,-74.98051,403,15927,NS,S,CLEMENTON-GIBBSBORO RD AT EMERSON ST,Ou,LINDENWOLD,e87f7f65-53f9-4e97-847e-c605047dcbdc
44944,Camden,39.87354,-75.05076,455,14913,FS,S,CLEMENTS BRIDGE RD AT BARRINGTON AVE,In,BARRINGTON,64ce2638-51dc-4af6-82cd-311c3aeb8ec1
44945,Camden,39.87361,-75.05065,455,14908,NS,N,CLEMENTS BRIDGE RD AT BARRINGTON AVE,Ou,BARRINGTON,b56bb52d-72f4-40b7-a517-30d4dc01c968
44946,Camden,39.92452,-75.03322,450,15579,FS,S,HADDONFIELD RD AT TOWNE CENTER DRIVE,In,CHERRY HILL TWP,b7bafe62-3e37-480e-9c90-57642d19977f
44947,Camden,39.92471,-75.03299,450,15576,NS,N,HADDONFIELD RD AT TOWNE CENTER DRIVE,Ou,CHERRY HILL TWP,9eb2734a-ecdb-45a6-bef0-8913ab5f9286
44948,Camden,39.87769,-75.00615,451,15422,NS,W,HADDONFIELD-BERLIN RD AT BROWNING LN,In,CHERRY HILL TWP,9426f222-ac90-4825-b99d-7d215e92f715
44949,Camden,39.87366,-75.00196,451,15421,NS,W,HADDONFIELD-BERLIN RD AT CRANFORD RD,In,CHERRY HILL TWP,ee2e5cae-7a6c-41ea-ba8e-583519468d24
44950,Camden,39.87378,-75.00232,451,15420,NS,E,HADDONFIELD-BERLIN RD AT CRANFORD RD,Ou,CHERRY HILL TWP,e6bf85b7-22ce-4d9d-8a6f-4629e582171d
44951,Camden,39.85014,-74.97841,459,16335,NS,S,HADDONFIELD-BERLIN RD AT VOORHEES DR,In,VOORHEES TWP,81164926-60e1-4da8-ba21-7bd8f433e4b8
44952,Camden,39.85014,-74.97841,459,16335,NS,S,HADDONFIELD-BERLIN RD AT VOORHEES DR,Ou,VOORHEES TWP,9d90f2c8-6954-46d7-b7c1-74329f388616
44953,Camden,39.91191,-75.09903,400,15188,MB,N,MT EPHRAIM AVE 800'S OF FAIRVIEW ST ,In,CAMDEN,c5fb070e-35aa-4d3b-bf08-93994e084e9b
44954,Camden,39.91191,-75.09903,450,15188,MB,N,MT EPHRAIM AVE 800'S OF FAIRVIEW ST ,In,CAMDEN,717b2b51-1375-45a4-b60e-4cf4a4076cf0
44955,Camden,39.91193,-75.09919,400,15214,MB,S,MT EPHRAIM AVE 800'S OF FAIRVIEW ST ,Ou,CAMDEN,9824aba5-38cd-4d1b-af57-30221beff4ed
44956,Camden,39.91193,-75.09919,450,15214,MB,S,MT EPHRAIM AVE 800'S OF FAIRVIEW ST ,Ou,CAMDEN,b6f2c963-b960-4136-85f1-84b9c5fdab06
44957,Camden,39.98363,-75.03071,404,16031,NS,S,NATIONAL HWY AT THOMAS BUSCH III MEM,In,PENNSAUKEN TWP,5c4bafdd-4d25-46ca-90f5-967d79406da4
44958,Camden,39.98363,-75.03071,409,16031,NS,S,NATIONAL HWY AT THOMAS BUSCH III MEM,In,PENNSAUKEN TWP,7369a2d4-edcd-4cfc-9fb9-0d9e11dc8fa5
44959,Camden,39.9507,-75.10742,452,15259,NS,E,STATE ST AT CONTINENTAL VILLAGE EAST,In,CAMDEN,45416fa0-4c98-44dc-b5e1-d591e967f68a
44960,Camden,39.95077,-75.10712,419,15266,NS,W,STATE ST AT CONTINENTAL VILLAGE EAST,In,CAMDEN,23f06223-fbf3-425e-984d-13d0502e3d92
44961,Camden,39.9507,-75.10742,419,15259,NS,E,STATE ST AT CONTINENTAL VILLAGE EAST,Ou,CAMDEN,210eb437-2953-4d7b-859d-982712f281cf
44962,Camden,39.95077,-75.10712,452,15266,NS,W,STATE ST AT CONTINENTAL VILLAGE EAST,Ou,CAMDEN,97843772-6373-436d-9bc7-ca94bf5674c0
44963,Camden,39.94988,-75.08002,404,15289,MB,W,WESTFIELD AVE 400' W OF ROSEDALE AVE,In,CAMDEN,9a2536f6-ec5e-4be1-8593-788e5d97cb7e
44964,Camden,39.74236,-74.99688,459,32782,MB,E,BERLIN-CROSS KEYS RD AT WINSLOW PLAZA,In,WINSLOW TWP,7c354388-5802-45ff-b55a-313d1cc4525c
44965,Camden,39.74236,-74.99688,459,32782,MB,E,BERLIN-CROSS KEYS RD AT WINSLOW PLAZA,Ou,WINSLOW TWP,89d28ae0-bf79-4385-bd4d-bf9dde1d24ff
44966,Camden,39.89753,-75.09261,400,14901,MB,N,BLACK HORSE PIKE 60' N OF KENNEDY DR.,In,AUDUBON PARK,b8a04117-03b6-4cbf-ac4f-05d0e1c8545a
44967,Camden,39.89753,-75.09261,450,14901,MB,N,BLACK HORSE PIKE 60' N OF KENNEDY DR.,In,AUDUBON PARK,b786f262-88b5-4341-98c7-9f7e332ebe73
44968,Camden,39.8057,-74.99324,403,15606,NS,E,BLACKWOOD-CLEMENTON RD AT WAUSEON AVE,In,CLEMENTON,5b99afb6-6f14-4f45-99c4-db3e33015c02
44969,Camden,39.80579,-74.99355,403,15608,FS,W,BLACKWOOD-CLEMENTON RD AT WAUSEON AVE,Ou,CLEMENTON,9b1ed65f-1938-46f3-a263-a74d90658db4
44970,Camden,39.83955,-74.92773,406,31204,MB,E,BOWMAN DRIVE 135'W OF ECKENHOFF DRIVE,In,VOORHEES TWP,e3d76539-e14d-4bb9-8e8e-cb1a8203898b
44971,Camden,39.80005,-75.0396,459,15723,FS,E,BROADACRES DR AT LITTLE GLOUCESTER RD,In,GLOUCESTER TWP,2f2cd30b-761c-4fa4-8ed2-b02ee6f3fc3e
44972,Camden,39.80006,-75.03978,459,15726,NS,W,BROADACRES DR AT LITTLE GLOUCESTER RD,Ou,GLOUCESTER TWP,39d05ade-f171-45c0-8b56-96174f067a4d
44973,Camden,39.92884,-75.01574,405,15364,MB,W,CHAPEL AVE 465'W OF COOPER LANDING RD,In,CHERRY HILL TWP,5d8b0690-9fba-414a-9def-452273edb14b
44974,Camden,39.92873,-75.0159,405,15342,MB,E,CHAPEL AVE 600'W OF COOPER LANDING RD,Ou,CHERRY HILL TWP,651cf1f4-9466-4b6e-a360-ba1794063c97
44975,Camden,39.71901,-74.9855,459,16412,FS,S,CHEWS LANDING RD. (CR704) AT IVY LANE,Ou,WINSLOW TWP,accf5bda-4666-4dee-8c0b-a6368a266c7e
44976,Camden,39.81994,-74.97915,403,15925,NS,N,CLEMENTON-GIBBSBORO RD AT PHILLIP AVE,In,LINDENWOLD,2e73a31d-7e71-4198-b912-991f2ccb1570
44977,Camden,39.81975,-74.97949,403,15926,FS,S,CLEMENTON-GIBBSBORO RD AT PHILLIP AVE,Ou,LINDENWOLD,f9c69a8e-54d6-46e8-8a2a-ac07d4fe064f
44978,Camden,39.86708,-75.054,455,14916,FS,S,CLEMENTS BRIDGE RD AT GLOUCESTER PIKE,In,BARRINGTON,78e23b40-32f2-4de6-9684-4a2e2a984b16
44979,Camden,39.8677,-75.05353,455,14905,FS,N,CLEMENTS BRIDGE RD AT GLOUCESTER PIKE,Ou,BARRINGTON,0575e9cd-b974-4d41-aca5-248e41230f08
44980,Camden,39.92982,-75.04272,450,15563,MB,W,CORNELL AVE 50' E OF WEST SHOPRITE RD,In,CHERRY HILL TWP,dc218751-e679-41c6-abf9-78436aade819
44981,Camden,39.92982,-75.04272,450,15563,MB,W,CORNELL AVE 50' E OF WEST SHOPRITE RD,Ou,CHERRY HILL TWP,6345b666-2994-4e85-9b53-cb71a7f17f5a
44982,Camden,39.81215,-74.93244,406,30991,NS,E,FRANKLIN AVE (CR692) AT GROVE AVENUE#,In,BERLIN TWP,d798e39f-dc81-429d-bf78-96d4d81a0f31
44983,Camden,39.81225,-74.93225,406,30985,NS,W,FRANKLIN AVE (CR692) AT GROVE AVENUE#,Ou,BERLIN TWP,a05e5371-9177-4346-a95d-ba8f8d165574
44984,Camden,39.88353,-75.01222,451,15423,NS,W,HADDONFIELD-BERLIN RD AT CHANDLER AVE,In,CHERRY HILL TWP,4d9308dc-4be1-498b-b991-e0b871a657bc
44985,Camden,39.89234,-75.02167,451,15414,NS,E,HADDONFIELD-BERLIN RD AT TAVISTOCK RD,Ou,CHERRY HILL TWP,5a5b258a-71a9-48b0-b882-40582dffebe4
44986,Camden,39.89698,-75.03432,455,32279,FS,W,KINGS HWY W AT TANNER ST AFTER PATCO#,In,HADDONFIELD,847108d1-00b0-4eb8-83fe-730038d8493f
44987,Hudson,40.65706,-74.12746,81,20306,NS,S,AVE C AT 11TH ST,Ou,BAYONNE,f9a0c7fe-ad9b-4a59-9f71-82271aaeb86e
44988,Hudson,40.65706,-74.12746,120,20306,NS,S,AVE C AT 11TH ST,Ou,BAYONNE,ce17245c-ab45-4ee5-ad22-fe5fa1532e95
44989,Hudson,40.65737,-74.12699,81,20254,NS,N,AVE C AT 12TH ST,In,BAYONNE,3555b970-295c-4817-a2d2-f1cf197b5623
44990,Hudson,40.65737,-74.12699,120,20254,NS,N,AVE C AT 12TH ST,In,BAYONNE,aa3fd87d-62da-4bc4-b3e4-22863baa9ab4
44991,Hudson,40.65882,-74.12598,81,20305,NS,S,AVE C AT 14TH ST,Ou,BAYONNE,3be112d1-d29f-49d8-95ea-d5d1830beb7b
44992,Hudson,40.65882,-74.12598,120,20305,NS,S,AVE C AT 14TH ST,Ou,BAYONNE,8478daae-4f59-4b35-bfca-4404c4e637da
44993,Hudson,40.6601,-74.1247,81,20256,NS,N,AVE C AT 16TH ST,In,BAYONNE,049d744b-5231-497f-becd-f0c9e45e69a9
44994,Hudson,40.6601,-74.1247,120,20256,NS,N,AVE C AT 16TH ST,In,BAYONNE,031a88db-f79a-49c2-bb3a-681caa0448a1
44995,Hudson,40.66031,-74.12474,81,20304,NS,S,AVE C AT 16TH ST,Ou,BAYONNE,5ca7d594-f1cd-4cdf-9a80-baa78481b416
44996,Hudson,40.66031,-74.12474,120,20304,NS,S,AVE C AT 16TH ST,Ou,BAYONNE,ff243278-ed3d-40fc-819d-8b419f55a28d
44997,Hudson,40.66188,-74.1232,81,20257,NS,N,AVE C AT 18TH ST,In,BAYONNE,49b7b9f7-c782-4c42-9967-f931e9fae90c
44998,Hudson,40.66188,-74.1232,120,20257,NS,N,AVE C AT 18TH ST,In,BAYONNE,359ab533-465d-47a7-b605-a64a7e380539
44999,Hudson,40.66209,-74.12324,81,20302,NS,S,AVE C AT 18TH ST,Ou,BAYONNE,85b59e9f-f7df-4073-9976-c9af16062533
45000,Hudson,40.66209,-74.12324,120,20302,NS,S,AVE C AT 18TH ST,Ou,BAYONNE,17aeca12-09e2-4d95-aca7-689e6dd2af35
45001,Hudson,40.65627,-74.12793,81,31161,NS,N,AVE C AT 1OTH ST,In,BAYONNE,a1368fb7-f109-4432-b8e8-4a16fcf1312f
